1460,-0.553161024337613,-1.32734661288667
1460.01,-0.583166971256307,-1.14353393963188
1460.02,-0.565528303549709,-1.23544252563241
1460.03,-0.550770782104477,-1.31301924134342
1460.04,-0.544758119735951,-1.3337608341811
1460.05,-0.534287166697538,-1.3976159972692
1460.06,-0.542633259455456,-1.37725539989955
1460.07,-0.524481776205071,-1.47561045348511
1460.08,-0.524277138481863,-1.4453121165005
1460.09,-0.524952208659523,-1.41940923356621
1460.1,-0.510359512717133,-1.48214533617342
1460.11,-0.516214982237441,-1.44186879506619
1460.12,-0.50766842504758,-1.54394545524962
1460.13,-0.504722317666279,-1.62322326508104
1460.14,-0.518780392974919,-1.51782377476243
1460.15,-0.516174455412843,-1.46833484582236
1460.16,-0.551641040962248,-1.25522492480279
1460.17,-0.535496037094082,-1.35186790056965
1460.18,-0.511651048127201,-1.52237367985067
1460.19,-0.506944269474536,-1.59440156864936
1460.2,-0.499281372418056,-1.65073152407214
1460.21,-0.504001182395409,-1.6346911190733
1460.22,-0.499131321080508,-1.65467849196611
1460.23,-0.496303446442311,-1.67936800991156
1460.24,-0.504825862582776,-1.6648797316145
1460.25,-0.495161475408855,-1.74472134886373
1460.26,-0.496270857063228,-1.77177856722402
1460.27,-0.489975772748001,-1.83971055572719
1460.28,-0.484224834735611,-1.89723763217213
1460.29,-0.487607908032502,-1.89854433767599
1460.3,-0.47069410336386,-2.01517672847696
1460.31,-0.467643874013477,-2.07709860076398
1460.32,-0.470156391376086,-2.12048010884152
1460.33,-0.464007219528051,-2.20924912326045
1460.34,-0.467355370334244,-2.22026042333615
1460.35,-0.468416354847006,-2.21098741649761
1460.36,-0.477260081190232,-2.14706904142768
1460.37,-0.487138205874963,-2.09525118055889
1460.38,-0.471645425722163,-2.21412708106316
1460.39,-0.476528977477498,-2.2067669649154
1460.4,-0.483951498886326,-2.16397580878815
1460.41,-0.463679964102115,-2.27319135669443
1460.42,-0.461397240154316,-2.27951125205647
1460.43,-0.453224761644187,-2.31116649463634
1460.44,-0.451417660954783,-2.29557709293914
1460.45,-0.457430816807175,-2.22126803667583
1460.46,-0.452576811581686,-2.21450237189974
1460.47,-0.457592765380665,-2.16321586343506
1460.48,-0.459939959661787,-2.10653102800292
1460.49,-0.456856722213964,-2.07554737238989
1460.5,-0.454223844229498,-2.03794057643464
1460.51,-0.452203699672857,-2.00969353669466
1460.52,-0.456759460063551,-1.95335235194157
1460.53,-0.458065188919471,-1.90893917035815
1460.54,-0.45893672444581,-1.87997069803231
1460.55,-0.459715312230729,-1.83464935055047
1460.56,-0.449889300839835,-1.85394203252564
1460.57,-0.451997316034861,-1.83677071693782
1460.58,-0.460578975518405,-1.79897768261892
1460.59,-0.450993655554798,-1.9394049134012
