1460.0000000000	0.3001939876
1460.0100000000	0.3026555835
1460.0200000000	0.3073969074
1460.0300000000	0.3124359218
1460.0400000000	0.3148394684
1460.0500000000	0.3139586838
1460.0600000000	0.3104381652
1460.0700000000	0.3058994655
1460.0800000000	0.3022525784
1460.0900000000	0.3013313163
1460.1000000000	0.3038651307
1460.1100000000	0.3092886283
1460.1200000000	0.3165841377
1460.1300000000	0.3224217216
1460.1400000000	0.3245830743
1460.1500000000	0.3228739916
1460.1600000000	0.3192844160
1460.1700000000	0.3165493030
1460.1800000000	0.3166273236
1460.1900000000	0.3198891452
1460.2000000000	0.3261587102
1460.2100000000	0.3329368468
1460.2200000000	0.3374261040
1460.2300000000	0.3375659316
1460.2400000000	0.3337552444
1460.2500000000	0.3287188665
1460.2600000000	0.3249143649
1460.2700000000	0.3242955676
1460.2800000000	0.3271505203
1460.2900000000	0.3320301949
1460.3000000000	0.3367089690
1460.3100000000	0.3385633471
1460.3200000000	0.3362413747
1460.3300000000	0.3311569104
1460.3400000000	0.3245982893
1460.3500000000	0.3195275446
1460.3600000000	0.3188124392
1460.3700000000	0.3200013016
1460.3800000000	0.3238390212
1460.3900000000	0.3292913796
1460.4000000000	0.3320467322
1460.4100000000	0.3321535896
1460.4200000000	0.3265281108
1460.4300000000	0.3174337778
1460.4400000000	0.3117768638
1460.4500000000	0.3089350854
1460.4600000000	0.3087174693
1460.4700000000	0.3112217739
1460.4800000000	0.3143602840
1460.4900000000	0.3151545017
1460.5000000000	0.3126099985
1460.5100000000	0.3069113746
1460.5200000000	0.3003863813
1460.5300000000	0.2947008110
1460.5400000000	0.2923404418
1460.5500000000	0.2940464543
1460.5600000000	0.2984051825
1460.5700000000	0.3039403673
1460.5800000000	0.3083940662
1460.5900000000	0.3104527947
1460.6000000000	0.3087574296
1460.6100000000	0.3046597029
1460.6200000000	0.3013281603
1460.6300000000	0.3006360110
1460.6400000000	0.3035926657
1460.6500000000	0.3098129666
1460.6600000000	0.3180815189
1460.6700000000	0.3254667400
1460.6800000000	0.3288685839
1460.6900000000	0.3285258002
1460.7000000000	0.3257315309
1460.7100000000	0.3235406812
1460.7200000000	0.3238511924
1460.7300000000	0.3270286749
1460.7400000000	0.3330650966
1460.7500000000	0.3391397216
1460.7600000000	0.3435319553
1460.7700000000	0.3442679893
1460.7800000000	0.3415162769
1460.7900000000	0.3371782239
1460.8000000000	0.3328360304
1460.8100000000	0.3307222391
1460.8200000000	0.3320541901
1460.8300000000	0.3363425367
1460.8400000000	0.3419835899
1460.8500000000	0.3468683857
1460.8600000000	0.3482565446
1460.8700000000	0.3460866818
1460.8800000000	0.3420950502
1460.8900000000	0.3379550002
1460.9000000000	0.3363921574
1460.9100000000	0.3364338969
1460.9200000000	0.3401258069
1460.9300000000	0.3457932820
1460.9400000000	0.3484566255
1460.9500000000	0.3485196177
1460.9600000000	0.3456409957
1460.9700000000	0.3401867532
1460.9800000000	0.3354685542
1460.9900000000	0.3329450446
1461.0000000000	0.3336435507
1461.0100000000	0.3363221678
1461.0200000000	0.3389350361
1461.0300000000	0.3395101351
1461.0400000000	0.3376930700
1461.0500000000	0.3343721249
1461.0600000000	0.3301679487
1461.0700000000	0.3281639182
1461.0800000000	0.3268543745
1461.0900000000	0.3271003547
1461.1000000000	0.3300507415
1461.1100000000	0.3335581599
1461.1200000000	0.3371559257
1461.1300000000	0.3368396214
1461.1400000000	0.3328232570
1461.1500000000	0.3265202798
1461.1600000000	0.3204048220
1461.1700000000	0.3177443423
1461.1800000000	0.3176254157
1461.1900000000	0.3200057702
1461.2000000000	0.3247443085
1461.2100000000	0.3274508256
1461.2200000000	0.3267635478
1461.2300000000	0.3230432309
1461.2400000000	0.3167516977
1461.2500000000	0.3111398627
1461.2600000000	0.3081488005
1461.2700000000	0.3069029932
1461.2800000000	0.3104827807
1461.2900000000	0.3154246369
1461.3000000000	0.3172389376
1461.3100000000	0.3183336992
1461.3200000000	0.3147482736
1461.3300000000	0.3083506557
1461.3400000000	0.3038794829
1461.3500000000	0.2998650536
1461.3600000000	0.3003282823
1461.3700000000	0.3050689702
1461.3800000000	0.3103778442
1461.3900000000	0.3165732205
1461.4000000000	0.3185976277
1461.4100000000	0.3167040113
1461.4200000000	0.3140589508
1461.4300000000	0.3101671237
1461.4400000000	0.3098991577
1461.4500000000	0.3125984974
1461.4600000000	0.3167133071
1461.4700000000	0.3249210738
1461.4800000000	0.3311679203
1461.4900000000	0.3348056539
1461.5000000000	0.3367215158
1461.5100000000	0.3350249590
1461.5200000000	0.3320681163
1461.5300000000	0.3309216490
1461.5400000000	0.3315910818
1461.5500000000	0.3362971714
1461.5600000000	0.3430803313
1461.5700000000	0.3483625265
1461.5800000000	0.3516185458
1461.5900000000	0.3504762320
1461.6000000000	0.3458765174
1461.6100000000	0.3413648156
1461.6200000000	0.3376583857
1461.6300000000	0.3386769236
1461.6400000000	0.3429371245
1461.6500000000	0.3481142600
1461.6600000000	0.3534339107
1461.6700000000	0.3547378224
1461.6800000000	0.3515000819
1461.6900000000	0.3453867230
1461.7000000000	0.3392712234
1461.7100000000	0.3357588019
1461.7200000000	0.3355639078
1461.7300000000	0.3381288244
1461.7400000000	0.3423298688
1461.7500000000	0.3462026909
1461.7600000000	0.3476562957
1461.7700000000	0.3453527911
1461.7800000000	0.3402453620
1461.7900000000	0.3342340774
1461.8000000000	0.3293751191
1461.8100000000	0.3272417234
1461.8200000000	0.3289043441
1461.8300000000	0.3330975819
1461.8400000000	0.3368130649
1461.8500000000	0.3378248781
1461.8600000000	0.3354975837
1461.8700000000	0.3307479583
1461.8800000000	0.3248903606
1461.8900000000	0.3211074927
1461.9000000000	0.3206150947
1461.9100000000	0.3235701085
1461.9200000000	0.3285950791
1461.9300000000	0.3333947799
1461.9400000000	0.3360977931
1461.9500000000	0.3345203612
1461.9600000000	0.3302420133
1461.9700000000	0.3247856933
1461.9800000000	0.3205291057
1461.9900000000	0.3205238743
1462.0000000000	0.3224799745
1462.0100000000	0.3268410638
1462.0200000000	0.3321974566
1462.0300000000	0.3360516839
1462.0400000000	0.3355171876
1462.0500000000	0.3314367012
1462.0600000000	0.3262555496
1462.0700000000	0.3213769544
1462.0800000000	0.3196415512
1462.0900000000	0.3215649496
1462.1000000000	0.3261209652
1462.1100000000	0.3311705515
1462.1200000000	0.3331374592
1462.1300000000	0.3312518766
1462.1400000000	0.3264394642
1462.1500000000	0.3210840214
1462.1600000000	0.3172031789
1462.1700000000	0.3164853745
1462.1800000000	0.3188550370
1462.1900000000	0.3229984380
1462.2000000000	0.3278394743
1462.2100000000	0.3308550924
1462.2200000000	0.3309298922
1462.2300000000	0.3284843862
1462.2400000000	0.3241786277
1462.2500000000	0.3204839901
1462.2600000000	0.3194190675
1462.2700000000	0.3216981822
1462.2800000000	0.3268901298
1462.2900000000	0.3328797997
1462.3000000000	0.3373845746
1462.3100000000	0.3389541153
1462.3200000000	0.3374188523
1462.3300000000	0.3343581388
1462.3400000000	0.3317594287
1462.3500000000	0.3315616403
1462.3600000000	0.3346005778
1462.3700000000	0.3407188591
1462.3800000000	0.3473459760
1462.3900000000	0.3515723713
1462.4000000000	0.3526943806
1462.4100000000	0.3504443653
1462.4200000000	0.3463220052
1462.4300000000	0.3431979806
1462.4400000000	0.3421767897
1462.4500000000	0.3443437615
1462.4600000000	0.3488468746
1462.4700000000	0.3534241315
1462.4800000000	0.3571845806
1462.4900000000	0.3582461855
1462.5000000000	0.3543380530
1462.5100000000	0.3481504629
1462.5200000000	0.3420990783
1462.5300000000	0.3376289512
1462.5400000000	0.3368842958
1462.5500000000	0.3388672631
1462.5600000000	0.3411256713
1462.5700000000	0.3412879144
1462.5800000000	0.3369725934
1462.5900000000	0.3284857169
1462.6000000000	0.3182116981
1462.6100000000	0.3084917811
1462.6200000000	0.3014447400
1462.6300000000	0.2975390282
1462.6400000000	0.2961672796
1462.6500000000	0.2957333596
1462.6600000000	0.2939965363
1462.6700000000	0.2898947588
1462.6800000000	0.2834418211
1462.6900000000	0.2760734857
1462.7000000000	0.2699031133
1462.7100000000	0.2662248560
1462.7200000000	0.2657428584
1462.7300000000	0.2686980688
1462.7400000000	0.2735029736
1462.7500000000	0.2783324462
1462.7600000000	0.2817075292
1462.7700000000	0.2826550408
1462.7800000000	0.2823444851
1462.7900000000	0.2825969259
1462.8000000000	0.2851150678
1462.8100000000	0.2912278067
1462.8200000000	0.3011383901
1462.8300000000	0.3130364979
1462.8400000000	0.3238613955
1462.8500000000	0.3300828120
1462.8600000000	0.3325054000
1462.8700000000	0.3326228855
1462.8800000000	0.3319666601
1462.8900000000	0.3333442928
1462.9000000000	0.3375311436
1462.9100000000	0.3439782920
1462.9200000000	0.3514375059
1462.9300000000	0.3578801879
1462.9400000000	0.3612794545
1462.9500000000	0.3604996317
1462.9600000000	0.3562240364
1462.9700000000	0.3507200870
1462.9800000000	0.3476609870
1462.9900000000	0.3482387674
1463.0000000000	0.3513123471
1463.0100000000	0.3573581551
1463.0200000000	0.3622631674
1463.0300000000	0.3635102173
1463.0400000000	0.3606789954
1463.0500000000	0.3545765358
1463.0600000000	0.3485842845
1463.0700000000	0.3440907909
1463.0800000000	0.3431677422
1463.0900000000	0.3455990809
1463.1000000000	0.3490395991
1463.1100000000	0.3510617094
1463.1200000000	0.3486635396
1463.1300000000	0.3425246538
1463.1400000000	0.3337113549
1463.1500000000	0.3240371692
1463.1600000000	0.3164391945
1463.1700000000	0.3121705628
1463.1800000000	0.3111048619
1463.1900000000	0.3120376159
1463.2000000000	0.3132814451
1463.2100000000	0.3126586345
1463.2200000000	0.3088944597
1463.2300000000	0.3023414768
1463.2400000000	0.2957257181
1463.2500000000	0.2925443284
1463.2600000000	0.2927379901
1463.2700000000	0.2960453567
1463.2800000000	0.3027868748
1463.2900000000	0.3103018781
1463.3000000000	0.3160190712
1463.3100000000	0.3179873374
1463.3200000000	0.3175047153
1463.3300000000	0.3163266295
1463.3400000000	0.3159348947
1463.3500000000	0.3184757564
1463.3600000000	0.3244205044
1463.3700000000	0.3320712255
