-0.553161024337613,-1.32734661288667
-0.583166971256307,-1.14353393963188
-0.565528303549709,-1.23544252563241
-0.550770782104477,-1.31301924134342
-0.544758119735951,-1.3337608341811
-0.534287166697538,-1.3976159972692
-0.542633259455456,-1.37725539989955
-0.524481776205071,-1.47561045348511
-0.524277138481863,-1.4453121165005
-0.524952208659523,-1.41940923356621
-0.510359512717133,-1.48214533617342
-0.516214982237441,-1.44186879506619
-0.50766842504758,-1.54394545524962
-0.504722317666279,-1.62322326508104
-0.518780392974919,-1.51782377476243
-0.516174455412843,-1.46833484582236
-0.551641040962248,-1.25522492480279
-0.535496037094082,-1.35186790056965
-0.511651048127201,-1.52237367985067
-0.506944269474536,-1.59440156864936
-0.499281372418056,-1.65073152407214
-0.504001182395409,-1.6346911190733
-0.499131321080508,-1.65467849196611
-0.496303446442311,-1.67936800991156
-0.504825862582776,-1.6648797316145
-0.495161475408855,-1.74472134886373
-0.496270857063228,-1.77177856722402
-0.489975772748001,-1.83971055572719
-0.484224834735611,-1.89723763217213
-0.487607908032502,-1.89854433767599
-0.47069410336386,-2.01517672847696
-0.467643874013477,-2.07709860076398
-0.470156391376086,-2.12048010884152
-0.464007219528051,-2.20924912326045
-0.467355370334244,-2.22026042333615
-0.468416354847006,-2.21098741649761
-0.477260081190232,-2.14706904142768
-0.487138205874963,-2.09525118055889
-0.471645425722163,-2.21412708106316
-0.476528977477498,-2.2067669649154
-0.483951498886326,-2.16397580878815
-0.463679964102115,-2.27319135669443
-0.461397240154316,-2.27951125205647
-0.453224761644187,-2.31116649463634
-0.451417660954783,-2.29557709293914
-0.457430816807175,-2.22126803667583
-0.452576811581686,-2.21450237189974
-0.457592765380665,-2.16321586343506
-0.459939959661787,-2.10653102800292
-0.456856722213964,-2.07554737238989
-0.454223844229498,-2.03794057643464
-0.452203699672857,-2.00969353669466
-0.456759460063551,-1.95335235194157
-0.458065188919471,-1.90893917035815
-0.45893672444581,-1.87997069803231
-0.459715312230729,-1.83464935055047
-0.449889300839835,-1.85394203252564
-0.451997316034861,-1.83677071693782
-0.460578975518405,-1.79897768261892
-0.450993655554798,-1.9394049134012
-0.4470909804034,-2.05134522841107
-0.440806620928554,-2.01778327394798
-0.442978854052964,-1.9027838881979
-0.455996317182391,-1.86302585335807
-0.454768186539734,-1.9107836853335
-0.45405501525734,-1.85126790997762
-0.445425343583982,-1.84635969304502
-0.460643273829777,-1.75053808340284
-0.472840626798096,-1.64146928831734
-0.459773405033578,-1.67712976855181
-0.482994352758724,-1.52992752329635
-0.486427866570651,-1.50816769572344
-0.487512524743163,-1.53498112335904
-0.4938077237026,-1.49462920141354
-0.479139840360418,-1.57801441115538
-0.475016731439935,-1.69150364934125
-0.48570015149844,-1.65847160349622
-0.484343878189207,-1.64594936533028
-0.482800224123087,-1.71295069732172
-0.478026979689327,-1.79382052874584
-0.47565319422331,-1.76206062018326
-0.495511784350865,-1.57283071478314
-0.495457699716286,-1.54753755013958
